Date,In,Out,Station,Seq,Route,InVerifyDate,OutVerifyDate
2002/05/01,0,0,北門站,7,松山新店線,91年5月,
2002/06/01,0,0,北門站,7,松山新店線,91年6月,
2002/07/01,0,0,北門站,7,松山新店線,91年7月,
2002/08/01,0,0,北門站,7,松山新店線,91年8月,
2002/09/01,0,0,北門站,7,松山新店線,91年9月,
2002/10/01,0,0,北門站,7,松山新店線,91年10月,
2002/11/01,0,0,北門站,7,松山新店線,91年11月,
2002/12/01,0,0,北門站,7,松山新店線,91年12月,
2003/01/01,0,0,北門站,7,松山新店線,92年1月,
2003/02/01,0,0,北門站,7,松山新店線,92年2月,
2003/03/01,0,0,北門站,7,松山新店線,92年3月,
2003/04/01,0,0,北門站,7,松山新店線,92年4月,
2003/05/01,0,0,北門站,7,松山新店線,92年5月,
2003/06/01,0,0,北門站,7,松山新店線,92年6月,
2003/07/01,0,0,北門站,7,松山新店線,92年7月,
2003/08/01,0,0,北門站,7,松山新店線,92年8月,
2003/09/01,0,0,北門站,7,松山新店線,92年9月,
2003/10/01,0,0,北門站,7,松山新店線,92年10月,
2003/11/01,0,0,北門站,7,松山新店線,92年11月,
2003/12/01,0,0,北門站,7,松山新店線,92年12月,
2004/01/01,0,0,北門站,7,松山新店線,93年1月,
2004/02/01,0,0,北門站,7,松山新店線,93年2月,
2004/03/01,0,0,北門站,7,松山新店線,93年3月,
2004/04/01,0,0,北門站,7,松山新店線,93年4月,
2004/05/01,0,0,北門站,7,松山新店線,93年5月,
2004/06/01,0,0,北門站,7,松山新店線,93年6月,
2004/07/01,0,0,北門站,7,松山新店線,93年7月,
2004/08/01,0,0,北門站,7,松山新店線,93年8月,
2004/09/01,0,0,北門站,7,松山新店線,93年9月,
2004/10/01,0,0,北門站,7,松山新店線,93年10月,
2004/11/01,0,0,北門站,7,松山新店線,93年11月,
2004/12/01,0,0,北門站,7,松山新店線,93年12月,
2005/01/01,0,0,北門站,7,松山新店線,94年1月,
2005/02/01,0,0,北門站,7,松山新店線,94年2月,
2005/03/01,0,0,北門站,7,松山新店線,94年3月,
2005/04/01,0,0,北門站,7,松山新店線,94年4月,
2005/05/01,0,0,北門站,7,松山新店線,94年5月,
2005/06/01,0,0,北門站,7,松山新店線,94年6月,
2005/07/01,0,0,北門站,7,松山新店線,94年7月,
2005/08/01,0,0,北門站,7,松山新店線,94年8月,
2005/09/01,0,0,北門站,7,松山新店線,94年9月,
2005/10/01,0,0,北門站,7,松山新店線,94年10月,
2005/11/01,0,0,北門站,7,松山新店線,94年11月,
2005/12/01,0,0,北門站,7,松山新店線,94年12月,
2006/01/01,0,0,北門站,7,松山新店線,95年1月,
2006/02/01,0,0,北門站,7,松山新店線,95年2月,
2006/03/01,0,0,北門站,7,松山新店線,95年3月,
2006/04/01,0,0,北門站,7,松山新店線,95年4月,
2006/05/01,0,0,北門站,7,松山新店線,95年5月,
2006/06/01,0,0,北門站,7,松山新店線,95年6月,
2006/07/01,0,0,北門站,7,松山新店線,95年7月,
2006/08/01,0,0,北門站,7,松山新店線,95年8月,
2006/09/01,0,0,北門站,7,松山新店線,95年9月,
